pid,report_url,eventBody,locked_by,locked_time,timestampInserted,account
70,xp_its_podcasts_main,"{""eventType"":""app_open"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""872EAF19-E75B-4BCF-AC2C-F25835855A08"",""userDefaults"":{""MTContinuousPlaybackEnabled"":true,""MTSyncVersion"":""9"",""playState:https:\/\/iotpodcast.com\/feed\/podcast\/"":""6"",""MTWiFiDownloadOnly"":true,""IMAVPlayerHasStoredVolumeDefaultKey"":true,""NSInterfaceStyle"":""macintosh"",""MTSyncSubscriptions"":true,""AKLastEmailListRequestDateKey"":608388605.93043697,""MTShowSiriSuggestions"":true,""INNextFreshmintRefreshDateKey"":608407044.34922695,""kMTHasImportedMediaLibrary"":true,""IMAVPlayerVolumeUserDefaultKey"":1,""kMTUPPTransitionContextUPPDomainVersionKey"":""83"",""AppleITunesStoreItemKinds"":[""itunes-u"",""movie"",""album"",""ringtone"",""software-update"",""booklet"",""tone"",""music-video"",""tv-episode"",""tv-season"",""song"",""podcast"",""software"",""audiobook"",""podcast-episode"",""wemix"",""eBook"",""mix"",""artist"",""document""],""playState:http:\/\/feeds.feedburner.com\/ThisMonthIn4n6"":""3"",""PKEnableStockholmSettings"":true,""MTUseCustomColorsKey"":true,""playState:http:\/\/thecultcast.libsyn.com\/rss"":""11"",""MTPodcastUpdateIntervalDefault"":0,""MTCoreSpotlightDataHasBeenIndexed_v2"":true,""MTExternalCookiesHaveBeenPurged"":true,""MTPodcastAutoDownloadStateDefaultKey"":3,""com.apple.content-rating.MovieRating"":1000,""playState:https:\/\/digitalforensicsurvivalpodcast.libsyn.com\/rss"":""5"",""MTLibrarySyncIsDirty"":false,""PKKeychainVersionKey"":6,""playState:https:\/\/feeds.npr.org\/510318\/podcast.xml"":""31"",""AppleLanguages"":[""en-US""],""MTSkipBackwardsIntervalDefault"":15,""AppleLocale"":""en_US"",""IMMetricsDeviceToken"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""SSAccountIdentifier"":""17193901029"",""INNextHearbeatDate"":608408953.58986497,""com.apple.content-rating.AppRating"":1000,""didPresentNowPlayingScrollingTip"":true,""MTLibraryUppLastSyncTime"":608300080.054479,""MTMediaLibraryLastUpdate"":608063910.64908612,""MTRemoteSkipInsteadOfNextTrackDefault"":false,""CarCapabilities"":{""CarCapabilitiesDefaultIdentifier"":{""CapabilitiesViewAreaInsetKey"":""{{0, 0}, {0, 0}}"",""CRCapabilitiesDisabledFeatureKey"":0,""CRCapabilitiesVersionKey"":"""",""CapabilitiesDashboardRoundedCornersKey"":""{{13, 0}, {0, 0}}"",""CRCapabilitiesUserInterfaceStyleKey"":2,""CapabilitiesNowPlayingAlbumArtKey"":2},""IiKqFwQXqgSqlYWqhxRy"":{""CapabilitiesViewAreaInsetKey"":""{{0, 0}, {0, 0}}"",""CRCapabilitiesDisabledFeatureKey"":0,""CRCapabilitiesVersionKey"":""5"",""CapabilitiesDashboardRoundedCornersKey"":""{{13, 0}, {0, 0}}"",""CRCapabilitiesUserInterfaceStyleKey"":2,""CapabilitiesNowPlayingAlbumArtKey"":2},""CarCapabilitiesContentVersion"":""5""},""playState:https:\/\/feeds.captivate.fm\/cybersecurityinterviews\/"":""2"",""AddingEmojiKeybordHandled"":true,""kMTPodcastsDomainVersionKey"":""62"",""AppleLanguagesSchemaVersion"":1001,""com.apple.content-rating.TVShowRating"":1000,""NSLanguages"":[""en-US"",""en""],""MTSkipForwardIntervalDefault"":30,""ApplePasscodeKeyboards"":[""en_US@sw=QWERTY;hw=Automatic"",""emoji@sw=Emoji""],""com.apple.content-rating.ExplicitBooksAllowed"":true,""mostRecentTabIdentifier"":""search"",""com.apple.content-rating.ExplicitMusicPodcastsAllowed"":true,""MTPodcastDeletePlayedEpisodesDefaultKey"":1,""AKLastIDMSEnvironment"":0,""IMAVPlayerPlaybackSpeedUserDefaultKey"":0},""eventTime"":1586700400932,""app"":""com.apple.podcasts"",""topic"":""xp_its_podcasts_main"",""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""name"":""backgroundFetch"",""eventVersion"":1}",,0.0,608393200.949959,
71,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""E46B8D0A-46C9-4160-AA16-79FDD45D2FA1"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586700401221,""app"":""com.apple.podcasts"",""pageType"":""Podcasts.PodcastsFlowTabBarController"",""pageRenderTime"":390,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608393201.223587,
72,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""6695D7AC-265F-4F0E-B219-DC2926EB1795"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586700401225,""app"":""com.apple.podcasts"",""pageType"":""PodcastsUI.FlowNavigationController"",""pageRenderTime"":394,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608393201.226845,
73,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""9C3CB7E6-F294-48AA-A14C-FA80EA1E8026"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586700401227,""app"":""com.apple.podcasts"",""pageType"":""PodcastsUI.ListenNowViewController"",""pageRenderTime"":306,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608393201.229071,
74,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""E2D664C4-EBED-436D-AB7E-F6A166BC12AF"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586700401227,""app"":""com.apple.podcasts"",""pageType"":""PodcastsUI.ListenNowFooterPageViewController"",""pageRenderTime"":306,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608393201.230743,
75,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""089E3CB4-1FC3-4E7B-A282-DA1D2328E585"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586700401230,""app"":""com.apple.podcasts"",""pageType"":""IMAVPlayerVideoViewController"",""pageRenderTime"":146,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608393201.232007,
76,xp_amp_podcasts_main,"{""storeFront"":""143441"",""isSignedIn"":false,""clientEventId"":""BDB6EF6D-7665-447C-BD68-6BC6B4087F9C"",""pageHistory"":[],""eventTime"":1586703993861,""clientCorrelationKey"":""99f3fe08-8c50-47d2-946f-397158426a1c"",""timezoneOffset"":240,""appVersion"":""3.9"",""userAgent"":""Podcasts\/3.9 iOS\/13.3.1 model\/iPhone8,4 hwp\/s8003 build\/17D50 (6; dt:129) AMS\/1"",""storeFrontHeader"":""143441-1,29"",""screenWidth"":320,""app"":""com.apple.podcasts"",""capacityDataAvailable"":45400,""eventType"":""page"",""pageType"":""PodcastsError"",""pixelRatio"":2,""environmentDataCenter"":""ST11"",""capacityData"":56300,""osVersion"":""13.3.1"",""platformName"":""P84"",""capacityDisk"":61000,""eventVersion"":1,""xpVersionMetricsKit"":""6.4.2"",""page"":""Error"",""screenHeight"":568,""topic"":""xp_amp_podcasts_main"",""connection"":""WiFi"",""clientId"":""It0LweMLMC0ZGPHPO+RLo7Eo0Wzg0z8ZtNX51RCDpc0="",""xpPostFrequency"":60000,""errorDescription"":""The operation couldn’t be completed. (OSStatus error -55.)"",""errorType"":""NSError"",""platformId"":""29"",""language"":""1"",""baseVersion"":1,""capacitySystem"":4700,""xpSendMethod"":""itms"",""userId"":""glcCXbFdBM2033pPN\/mkkWz3j80ugX2+DIc2mw1PWUQ="",""capacitySystemAvailable"":0}",,0.0,608396795.309823,
77,xp_its_podcasts_main,"{""eventType"":""app_open"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""F51C6D22-2EA0-4FBD-8EEE-95CED38F140B"",""userDefaults"":{""MTContinuousPlaybackEnabled"":true,""MTSyncVersion"":""9"",""playState:https:\/\/iotpodcast.com\/feed\/podcast\/"":""6"",""MTWiFiDownloadOnly"":true,""IMAVPlayerHasStoredVolumeDefaultKey"":true,""NSInterfaceStyle"":""macintosh"",""MTSyncSubscriptions"":true,""AKLastEmailListRequestDateKey"":608444220.30271101,""MTShowSiriSuggestions"":true,""INNextFreshmintRefreshDateKey"":608493907.61578906,""kMTHasImportedMediaLibrary"":true,""IMAVPlayerVolumeUserDefaultKey"":1,""kMTUPPTransitionContextUPPDomainVersionKey"":""83"",""AppleITunesStoreItemKinds"":[""itunes-u"",""movie"",""album"",""ringtone"",""software-update"",""booklet"",""tone"",""music-video"",""tv-episode"",""tv-season"",""song"",""podcast"",""software"",""audiobook"",""podcast-episode"",""wemix"",""eBook"",""mix"",""artist"",""document""],""playState:http:\/\/feeds.feedburner.com\/ThisMonthIn4n6"":""3"",""PKEnableStockholmSettings"":true,""MTUseCustomColorsKey"":true,""playState:http:\/\/thecultcast.libsyn.com\/rss"":""11"",""MTPodcastUpdateIntervalDefault"":0,""MTCoreSpotlightDataHasBeenIndexed_v2"":true,""MTExternalCookiesHaveBeenPurged"":true,""MTPodcastAutoDownloadStateDefaultKey"":3,""com.apple.content-rating.MovieRating"":1000,""playState:https:\/\/digitalforensicsurvivalpodcast.libsyn.com\/rss"":""5"",""MTLibrarySyncIsDirty"":false,""PKKeychainVersionKey"":6,""playState:https:\/\/feeds.npr.org\/510318\/podcast.xml"":""31"",""AppleLanguages"":[""en-US""],""MTSkipBackwardsIntervalDefault"":15,""AppleLocale"":""en_US"",""IMMetricsDeviceToken"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""SSAccountIdentifier"":""17193901029"",""INNextHearbeatDate"":608408953.58986497,""com.apple.content-rating.AppRating"":1000,""didPresentNowPlayingScrollingTip"":true,""MTLibraryUppLastSyncTime"":608300080.054479,""MTMediaLibraryLastUpdate"":608063910.64908612,""MTRemoteSkipInsteadOfNextTrackDefault"":false,""CarCapabilities"":{""CarCapabilitiesDefaultIdentifier"":{""CapabilitiesViewAreaInsetKey"":""{{0, 0}, {0, 0}}"",""CRCapabilitiesDisabledFeatureKey"":0,""CRCapabilitiesVersionKey"":"""",""CapabilitiesDashboardRoundedCornersKey"":""{{13, 0}, {0, 0}}"",""CRCapabilitiesUserInterfaceStyleKey"":2,""CapabilitiesNowPlayingAlbumArtKey"":2},""IiKqFwQXqgSqlYWqhxRy"":{""CapabilitiesViewAreaInsetKey"":""{{0, 0}, {0, 0}}"",""CRCapabilitiesDisabledFeatureKey"":0,""CRCapabilitiesVersionKey"":""5"",""CapabilitiesDashboardRoundedCornersKey"":""{{13, 0}, {0, 0}}"",""CRCapabilitiesUserInterfaceStyleKey"":2,""CapabilitiesNowPlayingAlbumArtKey"":2},""CarCapabilitiesContentVersion"":""5""},""playState:https:\/\/feeds.captivate.fm\/cybersecurityinterviews\/"":""2"",""AddingEmojiKeybordHandled"":true,""kMTPodcastsDomainVersionKey"":""62"",""AppleLanguagesSchemaVersion"":1001,""com.apple.content-rating.TVShowRating"":1000,""NSLanguages"":[""en-US"",""en""],""MTSkipForwardIntervalDefault"":30,""ApplePasscodeKeyboards"":[""en_US@sw=QWERTY;hw=Automatic"",""emoji@sw=Emoji""],""com.apple.content-rating.ExplicitBooksAllowed"":true,""mostRecentTabIdentifier"":""search"",""com.apple.content-rating.ExplicitMusicPodcastsAllowed"":true,""MTPodcastDeletePlayedEpisodesDefaultKey"":1,""AKLastIDMSEnvironment"":0,""IMAVPlayerPlaybackSpeedUserDefaultKey"":0},""eventTime"":1586774804816,""app"":""com.apple.podcasts"",""topic"":""xp_its_podcasts_main"",""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""name"":""backgroundFetch"",""eventVersion"":1}",,0.0,608467604.85171,
78,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""CE347AD4-D3B6-4C4C-880F-6E5685E4D8ED"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586774805638,""app"":""com.apple.podcasts"",""pageType"":""Podcasts.PodcastsFlowTabBarController"",""pageRenderTime"":1155,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608467605.644725,
79,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""04BAD168-DF68-4CF2-B8E9-9B2D85E1BC47"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586774805641,""app"":""com.apple.podcasts"",""pageType"":""PodcastsUI.FlowNavigationController"",""pageRenderTime"":1159,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608467605.650163,
80,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""83AC8830-FCF3-4FE7-94E9-63E6B4B5E9F0"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586774805642,""app"":""com.apple.podcasts"",""pageType"":""PodcastsUI.ListenNowViewController"",""pageRenderTime"":861,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608467605.656146,
81,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""F028F8F9-E2E1-4B4A-B0AD-667C93A44FF3"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586774805644,""app"":""com.apple.podcasts"",""pageType"":""PodcastsUI.ListenNowFooterPageViewController"",""pageRenderTime"":862,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608467605.661759,
82,xp_its_podcasts_main,"{""eventType"":""page"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""22D293FF-6BB5-4988-A3D8-67E85B69C8A9"",""topic"":""xp_its_podcasts_main"",""eventTime"":1586774805646,""app"":""com.apple.podcasts"",""pageType"":""IMAVPlayerVideoViewController"",""pageRenderTime"":485,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""eventVersion"":1}",,0.0,608467605.667151,
83,xp_amp_podcasts_log,"{""eventType"":""log"",""message"":""Encountered bad type for `<this>`. Expected `non-empty location stack` but found `number (0)`. Recovered by ignoring the value."",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""0799C96F-1DFC-4338-80D9-462666F43905"",""topic"":""xp_amp_podcasts_log"",""eventTime"":1586778394.4948602,""app"":""com.apple.podcasts"",""level"":""error"",""arguments"":[""groupingPageWithResponise""],""appVersion"":""3.9"",""loggerName"":""validation"",""eventVersion"":3.1000000000000001}",,0.0,608471194.504237,
84,xp_amp_podcasts_log,"{""eventType"":""log"",""message"":""Encountered bad type for `<this>`. Expected `non-empty location stack` but found `number (0)`. Recovered by ignoring the value."",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""clientEventId"":""2DCB1BEB-3825-4E74-A417-67AC698B6F18"",""topic"":""xp_amp_podcasts_log"",""eventTime"":1586778394.495203,""app"":""com.apple.podcasts"",""level"":""error"",""arguments"":[""groupingPageWithResponise""],""appVersion"":""3.9"",""loggerName"":""validation"",""eventVersion"":3.1000000000000001}",,0.0,608471194.506579,
