name,name_order,name_section,sort_key
Good News for People Who Love Bad News,4054388768,6,"b'06FF0\x04D2VN\x044FL\x04H2FH@2\x04V8F\x04@FT2\x04,*0\x04D2VN\x01%\t\x01\xdc\xc2\xdc\xbe\xdc\xc0\xe0\xc3\xdc\xc2\xdc\xc3\xdc\x07\x00'"
"Good, the Bad, the Ugly (feat. Kanye West)",4054444251,6,"b'06FF0\x06\x04P82\x04,*0\x06\x04P82\x04R6@Z\x04\t\x8e42*P\x08\x04>*DZ2\x04V2NP\t\x90\x01%\r\x01\xdc\xbd\xdc\xbe\xdc\xbb\xdc\xc1\xe0\x08\x00'"
Got Money (feat. T-Pain),4054494186,6,b'06FP\x04BFD2Z\x04\t\x8e42*P\x08\x04P\x05\x0eH*:D\t\x90\x01\x1c\x01\xdc\xc3\xdc\xba\xdc\xc5\xdc\x08\x00'
Graduation,4054943608,6,b'06L*0R*P:FD\x01\x0e\x01\xdc\r\x00'
Grand (Mixed),4054981993,6,b'06L*D0\x04\t\x8eB:X20\t\x90\x01\x11\x01\xdc\xc0\xdc\t\x00'
Grant Green (feat. Charles Bradley),4054984319,6,"b'06L*DP\x046L22D\x04\t\x8e42*P\x08\x04.8*L@2N\x04,L*0@2Z\t\x90\x01%\x06\x01\xdc\xc1\xdc\xba\xdc\xbf\xdc\x0b\x00'"
Greeting Song,4057324733,6,b'06L22P:D6\x04NFD6\x01\x11\x01\xdc\xbe\xdc\x07\x00'
Greyhound,4057460803,6,b'06L2Z8FRD0\x01\r\x01\xdc\x0c\x00'
Guess Who's Back (feat. JAY-Z & Beanie Sigel),4060350191,6,"b'06R2NN\x04V8F\tjN\x04,*.>\x04\t\x8e42*P\x08\x04<*Z\x05\x0e\\\x04\n\x90\x04,2*D:2\x04N:62@\t\x90\x01%\x10\x01\xdc\xc1\xe0\xc1\xdc\xbb\xdc\xdc\xdc\xc5\xdc\xc3\xdc\xc0\xdc\t\x00'"
Guns N' Roses,4060501380,6,b'06RDN\x04D\tj\x04LFN2N\x01\x11\x01\xdc\xc2\xdc\xc4\xdc\x08\x00'
Guy-Manuel de Homem-Christo & Thomas Bangalter,4061862080,6,"b'06RZ\x05\x0eB*DR2@\x0402\x048FB2B\x05\x0e.8L:NPF\x04\n\x90\x04P8FB*N\x04,*D6*@P2L\x01%\x11\x01\xdc\xc3\xdc\xbd\xdc\xc1\xdc\xbd\xdc\xc0\xdc\x0c\x00'"
Hanging Gardens,4074117629,7,b'08*D6:D6\x046*L02DN\x01\x13\x01\xdc\xbf\xdc\n\x00'
Hard (feat. Jeezy),4074192518,7,b'08*L0\x04\t\x8e42*P\x08\x04<22\\Z\t\x90\x01\x16\x01\xdc\xbb\xdc\t\x00'
Hard Rock,4074200840,7,b'08*L0\x04LF.>\x01\r\x01\xdc\xc2\xdc\x07\x00'
Hardcore Rap,4074211113,7,b'08*L0.FL2\x04L*H\x01\x10\x01\xdc\xbe\xdc\x06\x00'
Headlines,4075135684,7,b'082*0@:D2N\x01\r\x01\xdc\x0c\x00'
Headthrash,4075240346,7,b'082*0P8L*N8\x01\x0e\x01\xdc\r\x00'
Helmet,4075325122,7,b'082@B2P\x01\n\x01\xdc\t\x00'
Helmet & House of Pain,4075401420,7,b'082@B2P\x04\n\x90\x048FRN2\x04F4\x04H*:D\x01\x1a\x01\xdc\xbe\xdc\xbe\xdc\x07\x00'
Hieroglyphics,4076088110,7,b'08:2LF6@ZH8:.N\x01\x11\x01\xdc\x10\x00'
Highway to Hell,4076201073,7,b'08:68V*Z\x04PF\x0482@@\x01\x13\x01\xdc\xbc\xdc\x07\x00'
Hip Hop Hooray,4076369975,7,b'08:H\x048FH\x048FFL*Z\x01\x12\x01\xdc\xc3\xdc\xc3\xdc\t\x00'
Hip Hop Is Dead (Bonus Track Version),4076372060,7,"b'08:H\x048FH\x04:N\x0402*0\x04\t\x8e,FDRN\x04PL*.>\x04T2LN:FD\t\x90\x01%\x08\x01\xdc\xc3\xdc\xc3\xdc\xc4\xdc\xc1\xdc\xc1\xdc\xc1\xdc\x0b\x00'"
Hip Hop Is Dead (feat. will.i.am),4076373936,7,b'08:H\x048FH\x04:N\x0402*0\x04\t\x8e42*P\x08\x04V:@@\x08:\x08*B\t\x90\x01%\x01\xdc\xc3\xdc\xc3\xdc\xc4\xdc\x19\x00'
Hip-Hop,4076389138,7,b'08:H\x05\x0e8FH\x01\x0b\x01\xdc\xc3\xdc\x06\x00'
"Hostile Gospel, Pt. 1 (Deliver Us)",4077422759,7,b'08FNP:@2\x046FNH2@\x06\x04HP\x08\x04\x0f\x03\x04\t\x8e02@:T2L\x04RN\t\x90\x01%\x05\x01\xdc\xbf\xdc\xbf\xdc\xc0\xdc\xbf\xdc\x06\x00'
House,4077507235,7,b'08FRN2\x01\t\x01\xdc\x08\x00'
Hypnotize (2014 Remastered Version),4079956546,7,b'08ZHDFP:\\2\x04\t\x8e\x0fS\xa4\x04L2B*NP2L20\x04T2LN:FD\t\x90\x01$\x01\xdc\xba\xdc\xbc\xdc\x0b\x00'
I Believe in a Thing Called Love,4095157766,8,"b'0:\x04,2@:2T2\x04:D\x04*\x04P8:D6\x04.*@@20\x04@FT2\x01$\x01\xdc\xc5\xdc\xba\xdc\xc1\xdc\xc0\xdc\x07\x00'"
I'm Not Gonna Teach Your Boyfriend How to Dance With You (The Twelves Remix),4097766262,8,"b'0:\tjB\x04DFP\x046FDD*\x04P2*.8\x04ZFRL\x04,FZ4L:2D0\x048FV\x04PF\x040*D.2\x04V:P8\x04ZFR\x04\t\x8eP82\x04PV2@T2N\x04L2B:X\t\x90\x01%%\x0e\x01\xdc\xc3\xdc\xc3\xdc\xc1\xdc\xc1\xdc\xc2\xdc\xbd\xdc\xc0\xdc\xc1\xe0\xc2\xdc\xc2\xdc\xc3\xdc\xbf\xdc\t\x00'"
I've Been Expecting You,4098216786,8,"b'0:\tjT2\x04,22D\x042XH2.P:D6\x04ZFR\x01\x1b\x01\xdc\xc2\xdc\xc2\xdc\xbd\xdc\x06\x00'"
Ian Green & Paul Oakenfold,4101539703,8,b'0:*D\x046L22D\x04\n\x90\x04H*R@\x04F*>2D4F@0\x01\x1e\x01\xdc\xc3\xdc\xbf\xdc\xc2\xdc\x0c\x00'
Ill Communication (Deluxe Version) [Remastered],4104010560,8,b'0:@@\x04.FBBRD:.*P:FD\x04\t\x8e02@RX2\x04T2LN:FD\t\x90\x04\t\x92L2B*NP2L20\t\x94\x01%\x12\x01\xdc\xc3\xdc\xb8\xdc\xc0\xdc\xbd\xdc\x0e\x00'
Illmatic,4104052884,8,b'0:@@B*P:.\x01\x0c\x01\xdc\x0b\x00'
Intermission,4105654315,8,b'0:DP2LB:NN:FD\x01\x10\x01\xdc\x0f\x00'
"Isaac Brock, Eric Judy & Dann Gallucci",4109822273,8,"b'0:N**.\x04,LF.>\x06\x042L:.\x04<R0Z\x04\n\x90\x040*DD\x046*@@R..:\x01%\t\x01\xdc\xc1\xdc\xc0\xdc\xc2\xdc\xc0\xdc\xc2\xdc\x0b\x00'"
Jack Steadman & James Brown,4124023699,9,"b'0<*.>\x04NP2*0B*D\x04\n\x90\x04<*B2N\x04,LFVD\x01\x1f\x01\xdc\xc2\xdc\xbc\xdc\xc1\xdc\x08\x00'"
"Jaime Meline, Michael Render & Wilder Zoby",4124923590,9,"b'0<*:B2\x04B2@:D2\x06\x04B:.8*2@\x04L2D02L\x04\n\x90\x04V:@02L\x04\\F,Z\x01%\r\x01\xdc\xc1\xdc\xbf\xdc\xbf\xdc\xbe\xe0\xc0\xdc\x07\x00'"
"Jamal Grinnage, Eric Murry, Daryl Pittman, Linwood Starling & Trevor Smith",4125515698,9,b'0<*B*@\x046L:DD*62\x06\x042L:.\x04BRLLZ\x06\x040*LZ@\x04H:PPB*D\x06\x04@:DVFF0\x04NP*L@:D6\x04\n\x90\x04PL2TFL\x04NB:P8\x01%%\x0c\x01\xdc\xc1\xdc\xbd\xdc\xc2\xdc\xc0\xdc\xc1\xdc\xbe\xdc\xbf\xdc\xbc\xdc\xc0\xdc\x08\x00'
"James Mccants, Leroy Mccants, Bob Erwin & Marlon Williams",4127173475,9,"b'0<*B2N\x04B..*DPN\x06\x04@2LFZ\x04B..*DPN\x06\x04,F,\x042LV:D\x04\n\x90\x04B*L@FD\x04V:@@:*BN\x01%\x1c\x01\xdc\xc1\xdc\xbe\xdc\xc1\xdc\xbe\xdc\xc3\xdc\xbf\xdc\xc0\xe0\x0b\x00'"
"Jay Jenkins, Don Cannon, Don Cannon, Curtis Mayfield, Ben Krass & Shawn Carter",4128831252,9,"b'0<*Z\x04<2D>:DN\x06\x040FD\x04.*DDFD\x06\x040FD\x04.*DDFD\x06\x04.RLP:N\x04B*Z4:2@0\x06\x04,2D\x04>L*NN\x04\n\x90\x04N8*VD\x04.*LP2L\x01%%\x10\x01\xdc\xc3\xdc\xbe\xdc\xc3\xdc\xbf\xdc\xc3\xdc\xbf\xdc\xc0\xdc\xbd\xdc\xc3\xdc\xbf\xdc\xc1\xdc\t\x00'"
JAY-Z,4129015450,9,b'0<*Z\x05\x0e\\\x01\t\x01\xdc\xdc\xdc\xc5\xdc\x00'
JAY-Z & LINKIN PARK,4129220113,9,b'0<*Z\x05\x0e\\\x04\n\x90\x04@:D>:D\x04H*L>\x01\x17\x01\xdc\xdc\xdc\xc5\xdc\xc3\xdc\xdc\xdc\xdc\xdc\xdc\xc5\xdc\xdc\xdc\xdc\x00'
Jeezy,4130128535,9,b'0<22\\Z\x01\t\x01\xdc\x08\x00'
Jet City Woman (Remastered),4130212554,9,b'0<2P\x04.:PZ\x04VFB*D\x04\t\x8eL2B*NP2L20\t\x90\x01\x1f\x01\xdc\xc3\xdc\xc2\xe0\xc0\xdc\x0e\x00'
"Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",4130968733,9,"b'0<:B\x04BFLL:NFD\x06\x04<F8D\x0402DNBFL2\x06\x04L*Z\x04B*D\\*L2>\x04\n\x90\x04LF,,Z\x04>L:262L\x01%\x1c\x01\xdc\xc3\xdc\xbd\xdc\xc2\xdc\xbd\xdc\xc3\xdc\xbc\xdc\xc1\xdc\n\x00'"
Jmekka,4133909109,9,b'0<B2>>*\x01\n\x01\xdc\t\x00'
"John Davis, A. Muhammad & M. Taylor",4134199555,9,b'0<F8D\x040*T:N\x06\x04*\x08\x04BR8*BB*0\x04\n\x90\x04B\x08\x04P*Z@FL\x01%\x06\x01\xdc\xc2\xdc\xc0\xdc\xc4\xdc\xbc\xdc\xc4\xdc\t\x00'
Joker and the Thief,4134295491,9,b'0<F>2L\x04*D0\x04P82\x04P8:24\x01\x17\x01\xdc\xb9\xdc\x08\x00'
"Joseph Ward Simmons, Darryl McDaniels, Peter Phillips, Peter Phillips, Corey Brent Penn, Jim Rado, Gerome Ragni & Galt MacDermot",4134402087,9,"b'0<FN2H8\x04V*L0\x04N:BBFDN\x06\x040*LLZ@\x04B.0*D:2@N\x06\x04H2P2L\x04H8:@@:HN\x06\x04H2P2L\x04H8:@@:HN\x06\x04.FL2Z\x04,L2DP\x04H2DD\x06\x04<:B\x04L*0F\x06\x0462LFB2\x04L*6D:\x04\n\x90\x046*@P\x04B*.02LBFP\x01%%%!\x01\xdc\xc0\xe0\xc2\xdc\xbe\xdc\xc0\xdc\xc5\xdc\xbe\xdc\xc1\xdc\xbd\xdc\xc1\xdc\xbd\xdc\xc1\xdc\xc1\xdc\xc1\xdc\xc3\xdc\xc1\xdc\xc0\xdc\xbf\xdc\xc2\xdc\xc4\xdc\t\x00'"
Josh's Workout,4134507925,9,b'0<FN8\tjN\x04VFL>FRP\x01\x12\x01\xdc\xc0\xe0\n\x00'
Junior,4135460472,9,b'0<RD:FL\x01\n\x01\xdc\t\x00'
Junior Senior,4137372378,9,b'0<RD:FL\x04N2D:FL\x01\x11\x01\xdc\xc0\xdc\t\x00'
Just Another Victim,4138921022,9,b'0<RNP\x04*DFP82L\x04T:.P:B\x01\x17\x01\xdc\xc2\xdc\xbf\xdc\t\x00'
Justice,4139093094,9,b'0<RNP:.2\x01\x0b\x01\xdc\n\x00'
"K. Ørsted, P. Meckseper, S. Guess, T. Pentz & W. Grigahcine",4154840773,10,b'0>\x08\x04FLNP20\x06\x04H\x08\x04B2.>N2H2L\x06\x04N\x08\x046R2NN\x06\x04P\x08\x04H2DP\\\x04\n\x90\x04V\x08\x046L:6*8.:D2\x01B\x9e%\x1a\x01\xdc\xc4\xdc\xbe\xdc\xc4\xdc\xbc\xdc\xc4\xdc\xc0\xdc\xc4\xdc\xbf\xe0\xc4\xdc\r\x00'
"K. West, D. Carter, M. Mathers, M. Samuels & A. Graham",4154869799,10,b'0>\x08\x04V2NP\x06\x040\x08\x04.*LP2L\x06\x04B\x08\x04B*P82LN\x06\x04B\x08\x04N*BR2@N\x04\n\x90\x04*\x08\x046L*8*B\x01%\x19\x01\xdc\xc4\xe0\xc1\xdc\xc4\xdc\xbf\xdc\xc4\xdc\xbe\xdc\xc4\xdc\xbd\xdc\xc4\xdc\t\x00'
"Kamaal Fareed, A. Muhammad, M. Taylor & J. Yancey",4157220908,10,b'0>*B**@\x044*L220\x06\x04*\x08\x04BR8*BB*0\x06\x04B\x08\x04P*Z@FL\x04\n\x90\x04<\x08\x04Z*D.2Z\x01%\x14\x01\xdc\xc0\xdc\xbf\xdc\xc4\xdc\xbd\xdc\xc4\xdc\xbe\xdc\xc4\xdc\t\x00'
Kanye West,4157482143,10,b'0>*DZ2\x04V2NP\x01\x0e\x01\xdc\xc1\xe0\x07\x00'
Kanye West & Eric Hudson,4157589644,10,b'0>*DZ2\x04V2NP\x04\n\x90\x042L:.\x048R0NFD\x01\x1c\x01\xdc\xc1\xe0\xc0\xdc\xc2\xdc\t\x00'
"Kanye West, Dexter Mills & William Mitchell",4157653635,10,b'0>*DZ2\x04V2NP\x06\x0402XP2L\x04B:@@N\x04\n\x90\x04V:@@:*B\x04B:P.82@@\x01%\x0e\x01\xdc\xc1\xe0\xc1\xdc\xc0\xdc\xbf\xe0\xbf\xdc\x0b\x00'
"Kanye West, Jeff Bhasker, Malik Jones & Warren Trotter",4157660746,10,"b'0>*DZ2\x04V2NP\x06\x04<244\x04,8*N>2L\x06\x04B*@:>\x04<FD2N\x04\n\x90\x04V*LL2D\x04PLFPP2L\x01%\x19\x01\xdc\xc1\xe0\xc1\xdc\xc2\xdc\xbe\xdc\xc1\xdc\xbf\xe0\xc0\xdc\n\x00'"
"Kanye West, John Stephens, A. Davis, Faheem Najm, Quincy Jones & James Ingram",4157678606,10,b'0>*DZ2\x04V2NP\x06\x04<F8D\x04NP2H82DN\x06\x04*\x08\x040*T:N\x06\x044*822B\x04D*<B\x06\x04JR:D.Z\x04<FD2N\x04\n\x90\x04<*B2N\x04:D6L*B\x01%%\x0f\x01\xdc\xc1\xe0\xc1\xdc\xc2\xdc\xbd\xdc\xc4\xdc\xc0\xdc\xc0\xdc\xc1\xe0\xc0\xdc\xbf\xdc\xc1\xdc\t\x00'
"Kanye West, Jonathan H. Smith, W. Jaco & Curtis Mayfield",4157680591,10,b'0>*DZ2\x04V2NP\x06\x04<FD*P8*D\x048\x08\x04NB:P8\x06\x04V\x08\x04<*.F\x04\n\x90\x04.RLP:N\x04B*Z4:2@0\x01%\x1b\x01\xdc\xc1\xe0\xc1\xdc\xbe\xdc\xc4\xdc\xc0\xe0\xc4\xdc\xc0\xdc\xc0\xdc\x0b\x00'
"Kanye West, Michael B. Sutton, Brad Jordan, Shawn Carter, Dwight Grant, Brenda Sutton, Tom Depierro & Brenda Turner",4157695345,10,"b'0>*DZ2\x04V2NP\x06\x04B:.8*2@\x04,\x08\x04NRPPFD\x06\x04,L*0\x04<FL0*D\x06\x04N8*VD\x04.*LP2L\x06\x040V:68P\x046L*DP\x06\x04,L2D0*\x04NRPPFD\x06\x04PFB\x0402H:2LLF\x04\n\x90\x04,L2D0*\x04PRLD2L\x01%%%\x14\x01\xdc\xc1\xe0\xc1\xdc\xbf\xdc\xc4\xdc\xbf\xdc\xc2\xdc\xbf\xdc\xc1\xdc\xbf\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xbf\xdc\xc3\xdc\xbc\xdc\xc0\xdc\t\x00'"
"Kanye West, Thomas Banghalter, Guy-Manuel de Homem-Christo & Edwin Birdsong",4157730028,10,"b'0>*DZ2\x04V2NP\x06\x04P8FB*N\x04,*D68*@P2L\x06\x046RZ\x05\x0eB*DR2@\x0402\x048FB2B\x05\x0e.8L:NPF\x04\n\x90\x0420V:D\x04,:L0NFD6\x01%%\r\x01\xdc\xc1\xe0\xc1\xdc\xc0\xdc\xbb\xdc\xc3\xdc\xbd\xdc\xc1\xdc\xbd\xdc\xc1\xdc\x0b\x00'"
Kaskade,4157774522,10,b'0>*N>*02\x01\x0b\x01\xdc\n\x00'
Kaskade & Tamra,4157814566,10,b'0>*N>*02\x04\n\x90\x04P*BL*\x01\x13\x01\xdc\xbd\xdc\x08\x00'
Ken Jordan & Scott Kirkland,4158174969,10,b'0>2D\x04<FL0*D\x04\n\x90\x04N.FPP\x04>:L>@*D0\x01\x1f\x01\xdc\xc3\xdc\xbe\xdc\xc1\xdc\x0b\x00'
"Ken Jordan, Scott Kirkland & Tom Morello",4158229901,10,b'0>2D\x04<FL0*D\x06\x04N.FPP\x04>:L>@*D0\x04\n\x90\x04PFB\x04BFL2@@F\x01%\x0b\x01\xdc\xc3\xdc\xbf\xdc\xc1\xdc\xbc\xdc\xc3\xdc\n\x00'
Kings of Leon,4158779353,10,b'0>:D6N\x04F4\x04@2FD\x01\x11\x01\xdc\xbe\xdc\x07\x00'
Know Your Enemy,4161587507,10,b'0>DFV\x04ZFRL\x042D2BZ\x01\x13\x01\xdc\xc2\xdc\xc2\xdc\x08\x00'
Lasers,4180675390,11,b'0@*N2LN\x01\n\x01\xdc\t\x00'
Late Registration,4183031919,11,b'0@*P2\x04L26:NPL*P:FD\x01\x15\x01\xdc\xc2\xdc\x0f\x00'
Lean On (feat. MØ & DJ Snake),4185388448,11,b'0@2*D\x04FD\x04\t\x8e42*P\x08\x04BF\x04\n\x90\x040<\x04ND*>2\t\x90\x015\x9e\x10\x01\xdc\xc2\xdc\xbd\xdc\xdc\xc2\xdc\xdc\xc5\xdc\t\x00'
Legend Has It,4185693748,11,b'0@262D0\x048*N\x04:P\x01\x11\x01\xdc\xc0\xdc\xc3\xdc\x05\x00'
Legend Has It - Single,4185698887,11,b'0@262D0\x048*N\x04:P\x04\x05\x0e\x04N:D6@2\x01\x1a\x01\xdc\xc0\xdc\xc3\xdc\xc2\xdc\t\x00'
Lenny Kravitz,4185745147,11,b'0@2DDZ\x04>L*T:P\\\x01\x11\x01\xdc\xc1\xdc\n\x00'
Lenny Kravitz & Craig Ross,4185830523,11,b'0@2DDZ\x04>L*T:P\\\x04\n\x90\x04.L*:6\x04LFNN\x01\x1e\x01\xdc\xc1\xdc\xbd\xdc\xc1\xdc\x07\x00'
"Leor Dimant, Erik Schrody, Page Hamilton, Henry Bogdan & John Stainer, Jr.",4185846145,11,"b'0@2FL\x040:B*DP\x06\x042L:>\x04N.8LF0Z\x06\x04H*62\x048*B:@PFD\x06\x0482DLZ\x04,F60*D\x04\n\x90\x04<F8D\x04NP*:D2L\x06\x04<L\x08\x01%%\x0c\x01\xdc\xc2\xdc\xbf\xdc\xc2\xdc\xbe\xdc\xc2\xdc\xbd\xdc\xc1\xdc\xbe\xdc\xc2\xdc\xbe\xdc\x06\x00'"
"Leslie Pridgen, Justin Smith, Shawn Carter, Dwight Grant & S. Scarborough",4185907361,11,"b'0@2N@:2\x04HL:062D\x06\x04<RNP:D\x04NB:P8\x06\x04N8*VD\x04.*LP2L\x06\x040V:68P\x046L*DP\x04\n\x90\x04N\x08\x04N.*L,FLFR68\x01%%\x0b\x01\xdc\xc0\xdc\xbe\xdc\xc0\xdc\xc0\xdc\xc1\xdc\xbf\xdc\xc0\xdc\xbf\xdc\xc4\xdc\x0e\x00'"
Let Me Drown,4185969599,11,b'0@2P\x04B2\x040LFVD\x01\x10\x01\xdc\xc3\xdc\xc4\xdc\x08\x00'
Let’s Get It: Thug Motivation 101 (Deluxe Edition),4185976515,11,b'0@2P\tnN\x0462P\x04:P\x076\x04P8R6\x04BFP:T*P:FD\x04\x0fL\x1d\x04\t\x8e02@RX2\x0420:P:FD\t\x90\x01%\x13\x01\xdc\xc1\xdc\xc3\xdc\xc3\xdc\xc2\xdc\xb9\xdc\xc0\xdc\x0b\x00'
Life After Death (Remastered Edition),4186536669,11,b'0@:42\x04*4P2L\x0402*P8\x04\t\x8eL2B*NP2L20\x0420:P:FD\t\x90\x01%\x08\x01\xdc\xc2\xdc\xc1\xdc\xc0\xdc\xbc\xdc\x0b\x00'
Life Is Good,4186598909,11,b'0@:42\x04:N\x046FF0\x01\x10\x01\xdc\xc2\xdc\xc4\xdc\x07\x00'
Lift Your Spirit,4186609449,11,b'0@:4P\x04ZFRL\x04NH:L:P\x01\x14\x01\xdc\xc2\xdc\xc2\xdc\t\x00'
Lil Wayne,4186755919,11,b'0@:@\x04V*ZD2\x01\r\x01\xdc\xc3\xe0\x08\x00'
"LINKIN PARK, S. Carter, T. Marrow, W. Squier, A. Henderson, F. Pappalardi, J. Ventura, L. Weinstein, N. Landsberg & R. Rubin",4186778182,11,"b'0@:D>:D\x04H*L>\x06\x04N\x08\x04.*LP2L\x06\x04P\x08\x04B*LLFV\x06\x04V\x08\x04NJR:2L\x06\x04*\x08\x0482D02LNFD\x06\x044\x08\x04H*HH*@*L0:\x06\x04<\x08\x04T2DPRL*\x06\x04@\x08\x04V2:DNP2:D\x06\x04D\x08\x04@*D0N,2L6\x04\n\x90\x04L\x08\x04LR,:D\x01%%%\x1d\x01\xdc\xdc\xdc\xdc\xdc\xdc\xc5\xdc\xdc\xdc\xdc\xc4\xdc\xc4\xdc\xbf\xdc\xc4\xdc\xbf\xe0\xc4\xdc\xbf\xdc\xc4\xdc\xbc\xdc\xc4\xdc\xbb\xdc\xc4\xdc\xbe\xdc\xc4\xe0\xbc\xdc\xc4\xdc\xbb\xdc\xc4\xdc\x08\x00'"
Live At the Grand Olympic Auditorium,4186871590,11,b'0@:T2\x04*P\x04P82\x046L*D0\x04F@ZBH:.\x04*R0:PFL:RB\x01%\x07\x01\xdc\xc2\xdc\xc0\xdc\xc1\xdc\xbf\xdc\r\x00'
Livin' My Love (feat. LMFAO & NERVO),4186955965,11,b'0@:T:D\tj\x04BZ\x04@FT2\x04\t\x8e42*P\x08\x04@B4*F\x04\n\x90\x04D2LTF\t\x90\x01%\x07\x01\xdc\xc0\xdc\xc4\xdc\xbb\xdc\xdc\xdc\xdc\xdc\xc3\xdc\xdc\xdc\xdc\xdc\x05\x00'
LL Cool J,4187565333,11,b'0@@\x04.FF@\x04<\x01\r\x01\xdc\xdc\xc5\xdc\xc2\xdc\x00'
LMFAO,4187799707,11,b'0@B4*F\x01\t\x01\xdc\xdc\xdc\xdc\xdc\x00'
Loops of Fury,4188559734,11,b'0@FFHN\x04F4\x044RLZ\x01\x11\x01\xdc\xbe\xdc\x07\x00'
Loops of Fury - EP,4188745375,11,b'0@FFHN\x04F4\x044RLZ\x04\x05\x0e\x042H\x01\x16\x01\xdc\xbe\xdc\xc0\xdc\xdc\x00'
Lupe Fiasco,4191970959,11,b'0@RH2\x044:*N.F\x01\x0f\x01\xdc\xc2\xdc\t\x00'
"M. Taylor, J. Pierre, J. Cain, T. Thaxton & J. Johnson",4205964210,12,b'0B\x08\x04P*Z@FL\x06\x04<\x08\x04H:2LL2\x06\x04<\x08\x04.*:D\x06\x04P\x08\x04P8*XPFD\x04\n\x90\x04<\x08\x04<F8DNFD\x01%\x19\x01\xdc\xc4\xdc\xbf\xdc\xc4\xdc\xbf\xdc\xc4\xdc\xc1\xdc\xc4\xdc\xbd\xdc\xc4\xdc\n\x00'
M.O.P.,4206136966,12,b'0B\x08F\x08H\x08\x01\n\x01\xdc\xc5\xdc\xc5\xdc\x05\x00'
Major Lazer,4207765548,12,b'0B*<FL\x04@*\\2L\x01\x0f\x01\xdc\xc1\xdc\x08\x00'
Mama Said Knock You Out,4207809136,12,b'0B*B*\x04N*:0\x04>DF.>\x04ZFR\x04FRP\x01\x1b\x01\xdc\xc2\xdc\xc2\xdc\xc1\xdc\xc3\xdc\x06\x00'
Man,4207822753,12,b'0B*D\x01\x07\x01\xdc\x06\x00'
Mark Ronson,4208072027,12,b'0B*L>\x04LFDNFD\x01\x0f\x01\xdc\xc2\xdc\t\x00'
"Mark Ronson, Bruno Mars, Philip Lawrence, Jeff Bhasker, Devon Gallaspy, Nicholaus Williams, Lonnie Simmons, Ronnie Wilson, Charles Wilson, Rudolph Taylor & Robert Wilson",4208086020,12,"b'0B*L>\x04LFDNFD\x06\x04,LRDF\x04B*LN\x06\x04H8:@:H\x04@*VL2D.2\x06\x04<244\x04,8*N>2L\x06\x0402TFD\x046*@@*NHZ\x06\x04D:.8F@*RN\x04V:@@:*BN\x06\x04@FDD:2\x04N:BBFDN\x06\x04LFDD:2\x04V:@NFD\x06\x04.8*L@2N\x04V:@NFD\x06\x04LR0F@H8\x04P*Z@FL\x04\n\x90\x04LF,2LP\x04V:@NFD\x01%%%%%\x08\x01\xdc\xc2\xdc\xbf\xdc\xc1\xdc\xc1\xdc\xc0\xdc\xbd\xdc\xc2\xdc\xbe\xdc\xc1\xdc\xbd\xdc\xbd\xe0\xbd\xdc\xc0\xdc\xbe\xdc\xc0\xe0\xbf\xdc\xbf\xe0\xbf\xdc\xbf\xdc\xbe\xdc\xc0\xe0\t\x00'"
Maroon 5,4208098613,12,b'0B*LFFD\x04\x0f\x07\x01\x0c\x01\xdc\x0b\x00'
"Marshall Mathers, Luis Resto, Nathaniel Hale & Brian May",4208109947,12,"b'0B*LN8*@@\x04B*P82LN\x06\x04@R:N\x04L2NPF\x06\x04D*P8*D:2@\x048*@2\x04\n\x90\x04,L:*D\x04B*Z\x01%\x1b\x01\xdc\xbe\xdc\xbe\xdc\xc2\xdc\xc0\xdc\xbd\xdc\xc0\xdc\xc1\xdc\x06\x00'"
"Maurice White, Albert McKay & Allee Willis",4208162143,12,"b'0B*RL:.2\x04V8:P2\x06\x04*@,2LP\x04B.>*Z\x04\n\x90\x04*@@22\x04V:@@:N\x01%\r\x01\xdc\xbf\xe0\xc0\xdc\xc0\xdc\xc5\xdc\xc1\xdc\xc1\xe0\t\x00'"
"Max Martin, Shellback, Savan Kotecha & Armando Pérez",4208211959,12,"b'0B*X\x04B*LP:D\x06\x04N82@@,*.>\x06\x04N*T*D\x04>FP2.8*\x04\n\x90\x04*LB*D0F\x04H2L2\\\x01%6\x88\x07\x01\xdc\xc3\xdc\xbf\xdc\xbc\xdc\xc1\xdc\xbd\xdc\xbf\xdc\t\x00'"
Mayday,4208351891,12,b'0B*Z0*Z\x01\n\x01\xdc\t\x00'
Midnight Marauders,4210579880,12,b'0B:0D:68P\x04B*L*R02LN\x01\x16\x01\xdc\xbe\xdc\x0c\x00'
"Mike Shinoda, R. Maginn & T. Bashir",4210669557,12,"b'0B:>2\x04N8:DF0*\x06\x04L\x08\x04B*6:DD\x04\n\x90\x04P\x08\x04,*N8:L\x01%\x06\x01\xdc\xc2\xdc\xbe\xdc\xc4\xdc\xbe\xdc\xc4\xdc\t\x00'"
Millennium,4210682790,12,b'0B:@@2DD:RB\x01\x0e\x01\xdc\r\x00'
